member_id,n_txns,first_txn,last_txn,days_since_last,active_span_days,lifetime_spend,avg_basket,points_balance,redemptions,channels_used,brands_used,main_brand,avg_gap_days,overdue_ratio,annualised_spend,tier,tier_rank,country,home_brand,email,flag_profile_conflicted,flag_shared_email
M33511,5,2024-03-26,2025-08-26,308,518,310.0,62.0,620.0,0,3,1,PulseHome,129.5,2.38,218.44,Gold,3,AE,PulseHome,member33511@example.com,false,false
M33560,6,2022-09-02,2025-03-16,471,926,357.05,59.51,614.0,1,2,1,PulseHome,185.2,2.54,140.74,Gold,3,AE,PulseHome,member33560@example.com,false,false
M33596,8,2022-01-24,2025-08-02,332,1286,517.94,64.74,646.0,3,3,3,PulseHome,183.7,1.81,147.0,Gold,3,IN,PulseHome,member33596@example.com,false,false
M33642,6,2022-10-06,2025-06-27,368,995,352.02,58.67,654.0,1,3,1,PulseHome,199.0,1.85,129.13,Gold,3,AE,PulseHome,member33642@example.com,false,false
M33815,6,2022-07-08,2025-01-31,515,938,447.03,74.51,694.0,2,3,2,PulseEats,187.6,2.75,173.95,Bronze,1,IN,PulseEats,member33815@example.com,false,false
M33979,8,2021-12-07,2025-05-06,420,1246,596.12,74.52,1158.0,0,3,3,PulseHome,178.0,2.36,174.63,Bronze,1,US,PulseHome,member33979@example.com,false,false
M33984,5,2024-07-30,2025-10-31,242,458,272.59,54.52,430.0,1,2,2,PulseEats,114.5,2.11,217.24,Bronze,1,SG,PulseEats,member33984@example.com,false,false
M34119,5,2024-07-31,2025-10-27,246,453,320.14,64.03,531.0,1,2,1,PulseEats,113.3,2.17,257.95,Gold,3,IN,PulseEats,member34119@example.com,false,false
M34708,4,2023-05-31,2025-05-13,413,713,317.84,79.46,635.0,0,3,1,PulseHome,237.7,1.74,162.71,Gold,3,IN,PulseHome,member34708@example.com,false,false
M34740,7,2023-05-24,2025-09-24,279,854,400.52,57.22,673.0,1,3,2,PulseEats,142.3,1.96,171.18,Gold,3,IN,PulseEats,member34740@example.com,false,false
M34861,9,2022-01-02,2025-08-02,332,1308,751.94,83.55,971.0,3,3,1,PulseEats,163.5,2.03,209.83,Platinum,4,IN,PulseEats,member34861@example.com,false,false
M34889,6,2024-05-29,2025-09-03,300,462,317.44,52.91,378.0,3,3,1,PulseHome,92.4,3.25,250.79,Silver,2,US,PulseHome,member34889@example.com,false,false
M35238,5,2021-09-06,2025-02-10,505,1253,386.49,77.3,890.0,0,3,1,PulseMart,313.3,1.61,112.58,Gold,3,SG,PulseMart,member35238@example.com,false,false
M35340,7,2023-11-02,2025-11-11,231,740,494.83,70.69,696.0,2,3,2,PulseEats,123.3,1.87,244.07,Silver,2,GB,PulseEats,member35340@example.com,false,false
M35352,6,2024-09-29,2025-12-11,201,438,417.14,69.52,709.0,1,3,2,PulseEats,87.6,2.29,347.62,Gold,3,IN,PulseEats,member35352@example.com,false,false
M35763,6,2024-09-01,2025-11-06,236,431,361.16,60.19,659.0,0,3,2,PulseEats,86.2,2.74,305.85,Silver,2,IN,PulseEats,member35763@example.com,false,false
M36038,6,2023-09-29,2025-10-13,260,745,361.27,60.21,655.0,1,2,2,PulseHome,149.0,1.74,177.0,Silver,2,SG,PulseHome,member36038@example.com,false,false
M36115,5,2024-09-29,2025-11-21,221,418,604.48,120.9,1165.0,2,3,1,PulseMart,104.5,2.11,527.84,Bronze,1,SG,PulseMart,member36115@example.com,false,false
M36448,4,2023-05-02,2025-02-17,498,657,259.71,64.93,579.0,0,3,2,PulseMart,219.0,2.27,144.28,Gold,3,IN,PulseMart,member36448@example.com,false,false
M36706,4,2024-04-04,2025-07-24,341,476,160.76,40.19,315.0,0,2,2,PulseHome,158.7,2.15,123.27,Gold,3,IN,PulseHome,member36706@example.com,false,false
M36713,5,2024-05-01,2025-07-04,361,429,200.47,40.09,271.0,1,3,2,PulseHome,107.3,3.37,170.56,Silver,2,IN,PulseHome,member36713@example.com,false,false
M36823,5,2024-11-27,2026-01-17,164,416,296.61,59.32,419.0,1,3,1,PulseEats,104.0,1.58,260.25,Silver,2,SG,PulseEats,member36823@example.com,false,false
M37607,6,2023-07-25,2025-09-16,287,784,445.37,74.23,705.0,1,3,2,PulseHome,156.8,1.83,207.35,Gold,3,IN,PulseHome,member37607@example.com,false,false
M37664,7,2023-03-16,2025-05-09,417,785,629.67,89.95,1181.0,1,2,2,PulseHome,130.8,3.19,292.78,Bronze,1,SG,PulseHome,member37664@example.com,false,false
M38093,5,2024-07-29,2025-11-26,216,485,256.96,51.39,399.0,1,2,1,PulseEats,121.3,1.78,193.38,Silver,2,US,PulseEats,member38093@example.com,false,false
M38582,7,2021-12-01,2025-01-13,533,1139,650.56,92.94,1139.0,0,2,1,PulseEats,189.8,2.81,208.48,Platinum,4,IN,PulseEats,member38582@example.com,false,false
M38812,4,2023-11-27,2025-07-13,352,594,155.28,38.82,169.0,2,3,2,PulseHome,198.0,1.78,95.42,Silver,2,SG,PulseHome,member38812@example.com,false,false
M38893,6,2023-06-04,2025-09-25,278,844,333.63,55.61,541.0,1,2,1,PulseEats,168.8,1.65,144.28,Bronze,1,AE,PulseEats,member38893@example.com,false,false
M38952,6,2025-01-16,2026-02-02,148,382,295.81,49.3,444.0,2,3,2,PulseHome,76.4,1.94,282.65,Gold,3,SG,PulseHome,member38952@example.com,false,false
M39137,8,2022-03-17,2025-05-29,397,1169,323.47,40.43,728.0,0,2,2,PulseMart,167.0,2.38,101.0,Silver,2,SG,PulseMart,member39137@example.com,false,false
M39412,6,2023-12-04,2025-11-16,226,713,531.02,88.5,780.0,1,3,1,PulseEats,142.6,1.58,271.84,Bronze,1,GB,PulseEats,member39412@example.com,false,false
M39717,6,2022-08-03,2025-03-19,468,959,416.75,69.46,810.0,2,3,1,PulseMart,191.8,2.44,158.62,Bronze,1,IN,PulseMart,member39717@example.com,false,false
M06120,4,2024-06-16,2025-10-23,250,494,1049.42,262.36,2098.0,0,2,1,PulseHome,164.7,1.52,775.38,Silver,2,GB,PulseHome,member06120@example.com,false,false
M39551,4,2024-07-07,2025-08-19,315,408,1199.99,300.0,2400.0,0,3,1,PulseHome,136.0,2.32,1073.52,Silver,2,IN,PulseHome,member39551@example.com,false,false
M08867,5,2024-07-09,2025-10-07,266,455,1400.33,280.07,2451.0,0,3,1,PulseEats,113.8,2.34,1123.34,Bronze,1,US,PulseEats,member08867@example.com,false,false
M33478,6,2024-06-23,2025-08-13,321,416,1912.24,318.71,3346.0,0,2,1,PulseEats,83.2,3.86,1677.81,Bronze,1,AE,PulseEats,member33478@example.com,false,false
M36657,4,2024-11-20,2025-11-27,215,372,1167.5,291.88,2335.0,0,3,1,PulseHome,124.0,1.73,1145.53,Gold,3,SG,PulseHome,member36657@example.com,false,false
M04838,4,2024-08-08,2025-08-20,314,377,1304.15,326.04,3000.0,0,3,1,PulseMart,125.7,2.5,1262.64,Platinum,4,US,PulseMart,member04838@example.com,false,false
M13340,6,2024-08-12,2025-11-23,219,468,1701.17,283.53,3403.0,0,3,1,PulseHome,93.6,2.34,1326.77,Platinum,4,US,PulseHome,member13340@example.com,false,false
M32626,5,2024-09-13,2025-12-16,196,459,1472.9,294.58,2578.0,0,3,1,PulseEats,114.8,1.71,1171.26,Gold,3,IN,PulseEats,member32626@example.com,false,false
M09595,6,2024-08-06,2025-11-03,239,454,1731.25,288.54,3463.0,0,3,1,PulseHome,90.8,2.63,1391.86,Bronze,1,SG,PulseHome,member09595@example.com,false,false
M34632,6,2024-06-01,2025-12-30,182,577,1482.81,247.14,2965.0,0,2,1,PulseHome,115.4,1.58,938.0,Gold,3,IN,PulseHome,member34632@example.com,false,false
M10663,4,2023-01-20,2025-04-08,448,809,184.12,46.03,424.0,0,3,1,PulseMart,269.7,1.66,83.07,Bronze,1,AE,PulseMart,member10663@example.com,false,false
M00017,5,2023-05-05,2025-05-26,400,752,277.74,55.55,574.0,0,2,2,PulseHome,188.0,2.13,134.81,Silver,2,US,PulseHome,member00017@example.com,false,false
M00026,7,2021-06-11,2025-04-26,430,1415,336.79,48.11,645.0,0,3,3,PulseEats,235.8,1.82,86.88,Bronze,1,US,PulseEats,member00026@example.com,false,false
M00048,6,2023-03-11,2025-08-16,318,889,432.27,72.05,794.0,1,2,1,PulseMart,177.8,1.79,177.48,Gold,3,US,PulseMart,member00048@example.com,false,false
M00352,5,2023-12-05,2025-10-17,256,682,246.52,49.3,313.0,2,2,2,PulseEats,170.5,1.5,131.94,Bronze,1,AE,PulseEats,member00352@example.com,false,false
M00451,6,2022-08-14,2025-01-23,523,893,324.79,54.13,597.0,0,3,2,PulseEats,178.6,2.93,132.75,Silver,2,IN,PulseEats,member00451@example.com,false,false
M00492,4,2024-08-22,2025-11-03,239,438,323.37,80.84,548.0,1,2,2,PulseHome,146.0,1.64,269.48,Silver,2,SG,PulseHome,member00492@example.com,false,false
M00599,8,2023-08-25,2025-11-27,215,825,759.93,94.99,1448.0,1,3,2,PulseHome,117.9,1.82,336.21,Silver,2,AE,PulseHome,member00599@example.com,false,false
M00601,5,2023-08-16,2025-05-08,418,631,305.9,61.18,331.0,2,3,1,PulseEats,157.8,2.65,176.95,Bronze,1,GB,PulseEats,member00601@example.com,false,false
M00949,6,2022-12-28,2025-06-30,365,915,381.23,63.54,877.0,0,3,1,PulseMart,183.0,1.99,152.08,Gold,3,IN,PulseMart,member00949@example.com,false,false
M01318,5,2023-09-26,2025-09-27,276,732,159.12,31.82,228.0,2,2,1,PulseMart,183.0,1.51,79.34,Gold,3,SG,PulseMart,member01318@example.com,false,false
M01396,4,2023-02-13,2025-04-23,433,800,155.69,38.92,262.0,1,3,1,PulseMart,266.7,1.62,71.03,Bronze,1,GB,PulseMart,member01396@example.com,false,false
M01484,8,2025-03-12,2026-03-22,100,375,735.99,92.0,1693.0,0,3,1,PulseMart,53.6,1.87,716.36,Silver,2,IN,PulseMart,member01484@example.com,false,false
M01494,9,2024-08-16,2026-02-08,142,541,806.91,89.66,1756.0,1,3,1,PulseMart,67.6,2.1,544.4,Platinum,4,US,PulseMart,member01494@example.com,false,false
M02137,8,2023-02-22,2025-11-26,216,1008,417.34,52.17,834.0,0,3,1,PulseHome,144.0,1.5,151.12,Platinum,4,IN,PulseHome,member02137@example.com,false,false
M02772,5,2024-09-12,2025-12-23,189,467,294.36,58.87,487.0,1,2,2,PulseHome,116.8,1.62,230.07,Silver,2,IN,PulseHome,member02772@example.com,false,false
M03122,4,2024-01-06,2025-07-23,342,564,240.32,60.08,442.0,1,2,1,PulseMart,188.0,1.82,155.53,Bronze,1,US,PulseMart,member03122@example.com,false,false
M03302,5,2022-07-22,2025-05-06,420,1019,273.57,54.71,630.0,0,3,1,PulseMart,254.8,1.65,97.99,Bronze,1,IN,PulseMart,member03302@example.com,false,false
M03580,6,2023-05-02,2025-03-02,485,670,667.02,111.17,817.0,3,3,1,PulseEats,134.0,3.62,363.38,Silver,2,IN,PulseEats,member03580@example.com,false,false
M04520,6,2023-06-09,2025-06-30,365,752,252.58,42.1,455.0,0,2,2,PulseEats,150.4,2.43,122.6,Gold,3,US,PulseEats,member04520@example.com,false,false
M04553,7,2022-08-15,2025-03-05,482,933,351.58,50.23,590.0,1,3,2,PulseEats,155.5,3.1,137.54,Silver,2,IN,PulseEats,member04553@example.com,false,false
M05011,10,2022-09-07,2025-09-30,273,1119,494.71,49.47,990.0,0,3,1,PulseHome,124.3,2.2,161.37,Gold,3,SG,PulseHome,member05011@example.com,false,false
M05059,5,2024-05-24,2025-10-28,245,522,278.9,55.78,558.0,0,3,1,PulseHome,130.5,1.88,195.02,Silver,2,IN,PulseHome,member05059@example.com,false,false
M05515,4,2022-04-23,2025-01-12,534,995,364.7,91.18,764.0,0,3,2,PulseMart,331.7,1.61,133.78,Platinum,4,SG,PulseMart,member05515@example.com,false,false
M05610,6,2024-10-28,2026-02-07,143,467,398.16,66.36,856.0,1,3,2,PulseMart,93.4,1.53,311.2,Gold,3,IN,PulseMart,member05610@example.com,false,false
M05937,6,2024-03-26,2025-11-13,229,597,376.08,62.68,658.0,0,3,1,PulseEats,119.4,1.92,229.93,Bronze,1,IN,PulseEats,member05937@example.com,false,false
M06632,4,2022-10-21,2025-03-11,476,872,373.69,93.42,652.0,1,2,2,PulseMart,290.7,1.64,156.42,Silver,2,US,PulseMart,member06632@example.com,false,false
M06662,9,2024-03-05,2025-10-01,272,575,305.16,33.91,495.0,2,3,1,PulseHome,71.9,3.78,193.71,Bronze,1,SG,PulseHome,member06662@example.com,false,false
M06701,5,2022-11-24,2025-01-29,517,797,269.83,53.97,422.0,1,3,1,PulseEats,199.3,2.59,123.57,Silver,2,IN,PulseEats,member06701@example.com,false,false
M06722,8,2024-07-22,2025-12-31,181,527,506.54,63.32,1139.0,0,3,2,PulseMart,75.3,2.4,350.83,Gold,3,US,PulseMart,member06722@example.com,false,false
M06802,6,2024-06-13,2025-12-27,185,562,252.25,42.04,323.0,2,3,1,PulseHome,112.4,1.65,163.83,Bronze,1,IN,PulseHome,member06802@example.com,false,false
M07600,4,2024-03-19,2025-07-22,343,490,175.79,43.95,352.0,0,2,1,PulseHome,163.3,2.1,130.95,Bronze,1,IN,PulseHome,member07600@example.com,false,false
M07621,6,2022-04-06,2025-04-14,442,1104,308.02,51.34,575.0,0,3,2,PulseEats,220.8,2.0,101.84,Bronze,1,IN,PulseEats,member07621@example.com,false,false
M07737,7,2023-07-28,2025-11-22,220,848,448.05,64.01,796.0,1,3,2,PulseHome,141.3,1.56,192.85,Silver,2,IN,PulseHome,member07737@example.com,false,false
M08690,5,2022-12-28,2025-02-11,504,776,311.93,62.39,578.0,0,2,2,PulseEats,194.0,2.6,146.72,Gold,3,US,PulseEats,member08690@example.com,false,false
M08819,6,2023-11-08,2025-09-10,293,672,426.99,71.17,803.0,1,2,1,PulseHome,134.4,2.18,231.92,Gold,3,SG,PulseHome,member08819@example.com,false,false
M08959,5,2024-01-05,2025-05-25,401,506,459.04,91.81,803.0,0,1,1,PulseEats,126.5,3.17,331.13,Silver,2,IN,PulseEats,member08959@example.com,false,false
M09238,9,2023-10-19,2025-11-01,241,744,473.98,52.66,770.0,2,3,3,PulseHome,93.0,2.59,232.53,Gold,3,IN,PulseHome,member09238@example.com,false,false
M09362,6,2024-02-15,2025-07-15,350,516,609.92,101.65,1018.0,1,3,1,PulseEats,103.2,3.39,431.44,Silver,2,SG,PulseEats,member09362@example.com,false,false
M09365,10,2022-11-16,2025-11-16,226,1096,741.48,74.15,899.0,3,3,1,PulseEats,121.8,1.86,246.93,Bronze,1,US,PulseEats,member09365@example.com,false,false
M09538,5,2022-07-18,2025-04-21,435,1008,284.95,56.99,657.0,0,2,1,PulseMart,252.0,1.73,103.18,Platinum,4,US,PulseMart,member09538@example.com,false,false
M10073,5,2023-03-05,2025-01-11,535,678,302.96,60.59,606.0,0,3,1,PulseHome,169.5,3.16,163.1,Gold,3,IN,PulseHome,member10073@example.com,false,false
M10076,7,2024-12-26,2026-01-08,173,378,415.19,59.31,762.0,1,3,2,PulseHome,63.0,2.75,400.91,Gold,3,US,PulseHome,member10076@example.com,false,false
M10099,7,2024-08-06,2025-12-25,187,506,403.01,57.57,721.0,0,3,2,PulseEats,84.3,2.22,290.71,Silver,2,SG,PulseEats,member10099@example.com,false,false
M10161,4,2024-04-30,2025-07-04,361,430,160.08,40.02,300.0,1,2,2,PulseMart,143.3,2.52,135.88,Bronze,1,IN,PulseMart,member10161@example.com,false,false
M10514,6,2023-10-01,2025-10-31,242,761,239.2,39.87,388.0,1,3,3,PulseEats,152.2,1.59,114.73,Gold,3,AE,PulseEats,member10514@example.com,false,false
M10846,4,2024-01-15,2025-06-15,380,517,407.24,101.81,937.0,0,2,1,PulseMart,172.3,2.21,287.51,Bronze,1,IN,PulseMart,member10846@example.com,false,false
M11309,4,2023-06-04,2025-02-17,498,624,217.29,54.32,255.0,1,2,1,PulseEats,208.0,2.39,127.1,Platinum,4,US,PulseEats,member11309@example.com,false,false
M11539,6,2024-06-08,2026-01-01,180,572,424.72,70.79,710.0,1,2,1,PulseHome,114.4,1.57,271.02,Bronze,1,US,PulseHome,member11539@example.com,false,false
M11553,5,2022-12-14,2025-06-08,387,907,270.51,54.1,408.0,1,3,2,PulseEats,226.8,1.71,108.86,Silver,2,GB,PulseEats,member11553@example.com,false,false
M11617,7,2022-11-16,2025-01-19,527,795,637.67,91.1,1125.0,1,3,2,PulseEats,132.5,3.98,292.77,Gold,3,AE,PulseEats,member11617@example.com,false,false
M11621,6,2023-10-08,2025-08-05,329,667,305.52,50.92,543.0,0,2,2,PulseEats,133.4,2.47,167.19,Gold,3,IN,PulseEats,member11621@example.com,false,false
M11622,5,2023-06-27,2025-08-28,306,793,385.47,77.09,837.0,1,2,1,PulseMart,198.3,1.54,177.42,Bronze,1,US,PulseMart,member11622@example.com,false,false
M11659,5,2024-07-22,2025-11-27,215,493,407.29,81.46,714.0,1,2,1,PulseHome,123.3,1.74,301.54,Silver,2,SG,PulseHome,member11659@example.com,false,false
M11884,4,2023-10-09,2025-04-02,454,541,226.47,56.62,418.0,1,3,1,PulseMart,180.3,2.52,152.79,Bronze,1,GB,PulseMart,member11884@example.com,false,false
M12187,7,2022-02-17,2025-04-30,426,1168,461.29,65.9,756.0,1,3,1,PulseEats,194.7,2.19,144.15,Platinum,4,US,PulseEats,member12187@example.com,false,false
M12752,8,2022-04-29,2025-04-11,445,1078,738.48,92.31,1077.0,3,3,1,PulseHome,154.0,2.89,250.04,Gold,3,SG,PulseHome,member12752@example.com,false,false
M12892,6,2024-07-29,2025-08-25,309,392,424.77,70.8,613.0,2,3,1,PulseEats,78.4,3.94,395.51,Silver,2,AE,PulseEats,member12892@example.com,false,false
M12934,5,2024-05-22,2025-11-02,240,529,528.94,105.79,1194.0,0,3,2,PulseMart,132.3,1.81,364.96,Silver,2,US,PulseMart,member12934@example.com,false,false
M13003,4,2024-04-17,2025-07-18,347,457,190.04,47.51,388.0,1,3,1,PulseMart,152.3,2.28,151.78,Bronze,1,US,PulseMart,member13003@example.com,false,false
M13984,4,2024-01-26,2025-08-25,309,577,325.19,81.3,704.0,0,2,2,PulseHome,192.3,1.61,205.71,Bronze,1,IN,PulseHome,member13984@example.com,false,false
M14121,6,2023-07-18,2025-06-02,393,685,529.58,88.26,779.0,2,3,1,PulseEats,137.0,2.87,282.18,Silver,2,IN,PulseEats,member14121@example.com,false,false
M14150,7,2023-05-10,2025-11-05,237,910,360.76,51.54,718.0,1,3,3,PulseMart,151.7,1.56,144.7,Gold,3,IN,PulseMart,member14150@example.com,false,false
M14183,6,2024-06-22,2025-11-29,213,525,426.13,71.02,829.0,0,3,2,PulseHome,105.0,2.03,296.26,Bronze,1,IN,PulseHome,member14183@example.com,false,false
M14195,5,2024-07-02,2025-12-03,209,519,452.54,90.51,970.0,1,2,2,PulseMart,129.8,1.61,318.26,Bronze,1,US,PulseMart,member14195@example.com,false,false
M14533,6,2023-04-03,2025-05-11,415,769,220.23,36.71,489.0,0,3,2,PulseMart,153.8,2.7,104.53,Silver,2,IN,PulseMart,member14533@example.com,false,false
M14604,7,2024-11-15,2025-12-22,190,402,414.64,59.23,734.0,0,2,2,PulseEats,67.0,2.84,376.48,Bronze,1,IN,PulseEats,member14604@example.com,false,false
M14675,7,2024-06-08,2025-11-15,227,525,505.73,72.25,1164.0,0,3,1,PulseMart,87.5,2.59,351.6,Gold,3,IN,PulseMart,member14675@example.com,false,false
M14999,5,2024-01-30,2025-07-05,360,522,330.3,66.06,533.0,2,2,2,PulseHome,130.5,2.76,230.96,Bronze,1,IN,PulseHome,member14999@example.com,false,false
M15186,7,2023-04-04,2025-05-27,399,784,471.43,67.35,959.0,2,3,2,PulseMart,130.7,3.05,219.48,Bronze,1,IN,PulseMart,member15186@example.com,false,false
M15212,5,2024-09-12,2025-10-25,248,408,255.02,51.0,537.0,1,3,1,PulseMart,102.0,2.43,228.14,Silver,2,US,PulseMart,member15212@example.com,false,false
M15344,5,2023-08-16,2025-03-14,473,576,301.2,60.24,527.0,0,2,1,PulseEats,144.0,3.28,190.86,Gold,3,IN,PulseEats,member15344@example.com,false,false
M15883,5,2023-09-20,2025-09-19,284,730,334.25,66.85,769.0,0,2,1,PulseMart,182.5,1.56,167.13,Bronze,1,GB,PulseMart,member15883@example.com,false,false
M15958,7,2022-11-11,2025-10-04,269,1058,384.82,54.97,776.0,0,3,3,PulseHome,176.3,1.53,132.76,Silver,2,IN,PulseHome,member15958@example.com,false,false
M16097,4,2024-02-14,2025-09-03,300,567,275.65,68.91,482.0,0,3,1,PulseEats,189.0,1.59,177.45,Gold,3,IN,PulseEats,member16097@example.com,false,false
M16353,7,2022-09-26,2025-03-05,482,891,302.61,43.23,565.0,1,3,2,PulseHome,148.5,3.25,123.96,Silver,2,AE,PulseHome,member16353@example.com,false,false
M16415,4,2024-05-06,2025-06-13,382,403,189.1,47.28,259.0,1,2,1,PulseEats,134.3,2.84,171.27,Silver,2,GB,PulseEats,member16415@example.com,false,false
M16681,9,2024-12-06,2026-03-08,114,457,377.46,41.94,647.0,2,3,2,PulseMart,57.1,2.0,301.47,Bronze,1,US,PulseMart,member16681@example.com,false,false
M17207,5,2024-01-23,2025-07-03,362,527,219.3,43.86,334.0,1,2,1,PulseEats,131.8,2.75,151.89,Silver,2,IN,PulseEats,member17207@example.com,false,false
M17641,6,2021-08-15,2025-03-16,471,1309,457.16,76.19,916.0,0,3,1,PulseHome,261.8,1.8,127.47,Bronze,1,IN,PulseHome,member17641@example.com,false,false
M17726,8,2021-11-13,2025-06-29,366,1324,788.06,98.51,1198.0,3,3,2,PulseHome,189.1,1.94,217.25,Silver,2,IN,PulseHome,member17726@example.com,false,false
M17748,7,2021-12-16,2025-03-27,460,1197,543.68,77.67,1250.0,0,3,1,PulseMart,199.5,2.31,165.78,Silver,2,IN,PulseMart,member17748@example.com,false,false
M17775,5,2022-12-20,2025-06-29,366,922,249.37,49.87,573.0,0,3,1,PulseMart,230.5,1.59,98.72,Bronze,1,IN,PulseMart,member17775@example.com,false,false
M17951,6,2023-10-21,2025-09-08,295,688,505.2,84.2,834.0,1,3,2,PulseHome,137.6,2.14,268.02,Platinum,4,IN,PulseHome,member17951@example.com,false,false
M18294,5,2023-11-01,2025-05-22,404,568,276.55,55.31,453.0,1,3,1,PulseHome,142.0,2.85,177.71,Bronze,1,US,PulseHome,member18294@example.com,false,false
M18432,4,2024-09-15,2025-10-12,261,392,213.35,53.34,376.0,2,3,1,PulseMart,130.7,2.0,198.65,Bronze,1,AE,PulseMart,member18432@example.com,false,false
M18490,9,2024-04-08,2025-12-22,190,623,973.58,108.18,1662.0,3,3,2,PulseHome,77.9,2.44,570.4,Gold,3,IN,PulseHome,member18490@example.com,false,false
M18710,7,2023-04-11,2025-09-02,301,875,503.58,71.94,1007.0,0,3,1,PulseHome,145.8,2.06,210.06,Silver,2,IN,PulseHome,member18710@example.com,false,false
M18729,7,2024-01-26,2025-12-30,182,704,479.99,68.57,874.0,0,3,2,PulseEats,117.3,1.55,248.86,Gold,3,IN,PulseEats,member18729@example.com,false,false
M18737,5,2023-05-15,2025-07-03,362,780,354.88,70.98,700.0,0,3,2,PulseHome,195.0,1.86,166.07,Bronze,1,US,PulseHome,member18737@example.com,false,false
M18802,5,2024-02-03,2025-08-04,330,548,233.05,46.61,368.0,1,2,2,PulseMart,137.0,2.41,155.22,Bronze,1,IN,PulseMart,member18802@example.com,false,false
M18938,6,2024-05-23,2025-08-07,327,441,343.19,57.2,614.0,2,3,1,PulseMart,88.2,3.71,284.05,Silver,2,US,PulseMart,member18938@example.com,false,false
M19105,4,2024-02-02,2025-08-04,330,549,323.08,80.77,519.0,1,2,3,PulseEats,183.0,1.8,214.8,Bronze,1,IN,PulseEats,member19105@example.com,false,false
M19302,7,2023-05-23,2025-04-03,453,681,470.0,67.14,941.0,0,2,1,PulseHome,113.5,3.99,251.91,Silver,2,US,PulseHome,member19302@example.com,false,false
M19381,9,2023-12-29,2025-11-16,226,688,390.3,43.37,716.0,2,2,2,PulseMart,86.0,2.63,207.06,Gold,3,US,PulseMart,member19381@example.com,false,false
M20038,5,2023-04-04,2025-03-12,475,708,361.0,72.2,639.0,1,2,1,PulseHome,177.0,2.68,186.11,Gold,3,IN,PulseHome,member20038@example.com,false,false
M20054,6,2022-01-18,2025-01-27,519,1105,225.19,37.53,341.0,1,3,2,PulseMart,221.0,2.35,74.38,Bronze,1,US,PulseMart,member20054@example.com,false,false
M20365,4,2023-03-16,2025-05-14,412,790,281.04,70.26,531.0,1,3,1,PulseMart,263.3,1.56,129.85,Silver,2,US,PulseMart,member20365@example.com,false,false
M20489,5,2024-08-15,2025-09-08,295,389,473.56,94.71,829.0,0,3,1,PulseEats,97.3,3.03,444.34,Gold,3,AE,PulseEats,member20489@example.com,false,false
M20664,4,2024-01-20,2025-08-15,319,573,165.59,41.4,380.0,0,2,1,PulseMart,191.0,1.67,105.48,Platinum,4,AE,PulseMart,member20664@example.com,false,false
M20762,5,2023-08-04,2025-08-29,305,756,325.37,65.07,569.0,0,2,1,PulseEats,189.0,1.61,157.09,Silver,2,IN,PulseEats,member20762@example.com,false,false
M20993,7,2023-02-26,2025-06-17,378,842,434.47,62.07,555.0,2,2,2,PulseEats,140.3,2.69,188.34,Bronze,1,GB,PulseEats,member20993@example.com,false,false
M20995,6,2022-01-31,2025-05-05,421,1190,347.89,57.98,799.0,0,3,1,PulseMart,238.0,1.77,106.71,Silver,2,IN,PulseMart,member20995@example.com,false,false
M21155,5,2023-12-09,2025-06-14,381,553,474.53,94.91,948.0,0,2,1,PulseHome,138.3,2.76,313.21,Silver,2,US,PulseHome,member21155@example.com,false,false
M21259,4,2024-03-10,2025-06-14,381,461,296.57,74.14,609.0,1,2,1,PulseMart,153.7,2.48,234.81,Bronze,1,AE,PulseMart,member21259@example.com,false,false
M22150,6,2024-10-24,2026-01-29,152,462,395.64,65.94,542.0,1,2,1,PulseEats,92.4,1.65,312.57,Gold,3,IN,PulseEats,member22150@example.com,false,false
M22253,6,2024-06-14,2025-10-05,268,478,397.72,66.29,782.0,0,3,2,PulseHome,95.6,2.8,303.7,Gold,3,IN,PulseHome,member22253@example.com,false,false
M22320,6,2024-04-22,2025-08-13,321,478,421.22,70.2,747.0,0,2,2,PulseEats,95.6,3.36,321.64,Silver,2,IN,PulseEats,member22320@example.com,false,false
M22332,6,2023-04-18,2025-08-15,319,850,526.68,87.78,922.0,0,2,1,PulseEats,170.0,1.88,226.16,Bronze,1,GB,PulseEats,member22332@example.com,false,false
M22544,6,2023-03-12,2025-03-06,481,725,322.71,53.79,565.0,0,3,1,PulseEats,145.0,3.32,162.47,Bronze,1,IN,PulseEats,member22544@example.com,false,false
M22600,5,2024-06-13,2025-11-20,222,525,236.82,47.36,437.0,1,3,3,PulseHome,131.3,1.69,164.65,Gold,3,IN,PulseHome,member22600@example.com,false,false
M22783,6,2022-12-05,2025-03-06,481,822,296.58,49.43,544.0,1,3,1,PulseHome,164.4,2.93,131.69,Bronze,1,IN,PulseHome,member22783@example.com,false,false
M23794,6,2023-09-11,2025-08-23,311,712,464.37,77.4,930.0,0,3,1,PulseHome,142.4,2.18,238.05,Silver,2,US,PulseHome,member23794@example.com,false,false
M23830,7,2024-03-26,2026-01-03,178,648,465.91,66.56,1007.0,0,3,3,PulseMart,108.0,1.65,262.43,Silver,2,GB,PulseMart,member23830@example.com,false,false
M23866,7,2022-09-04,2025-08-28,306,1089,435.99,62.28,773.0,1,3,1,PulseHome,181.5,1.69,146.13,Bronze,1,SG,PulseHome,member23866@example.com,false,false
M23991,4,2023-05-21,2025-03-08,479,657,280.62,70.16,561.0,0,3,1,PulseHome,219.0,2.19,155.9,Silver,2,SG,PulseHome,member23991@example.com,false,false
